,Index_,occurrencedate,reporteddate,premisetype,ucr_code,ucr_ext,offence,MCI,Division,Hood_ID,Neighbourhood,ObjectId,Lat,Long,Postal Code
3363,79152,2018-01-23T13:45:00.000Z,2018-01-23T13:56:00.000Z,House,1430,100,Assault,Assault,D43,135,Morningside (135),73263,43.7871895,-79.2187424,
3364,79729,2018-02-15T23:00:00.000Z,2018-02-15T23:50:00.000Z,House,1430,100,Assault,Assault,D54,60,Woodbine-Lumsden (60),73293,43.6882324,-79.3092346,
3365,79627,2018-01-27T14:00:00.000Z,2018-01-27T14:07:00.000Z,House,1430,100,Assault,Assault,D32,36,Newtonbrook West (36),73420,43.7788849,-79.4195786,
3366,79633,2018-02-11T22:10:00.000Z,2018-02-11T22:16:00.000Z,House,1430,100,Assault,Assault,D42,117,L'Amoreaux (117),73426,43.792511,-79.3273621,
3367,79643,2018-02-05T13:20:00.000Z,2018-02-20T13:20:00.000Z,House,1430,100,Assault,Assault,D22,14,Islington-City Centre West (14),73436,43.6430397,-79.5308151,
3368,79644,2018-03-29T12:00:00.000Z,2018-03-29T14:31:00.000Z,House,1430,100,Assault,Assault,D13,108,Briar Hill-Belgravia (108),73437,43.6952209,-79.4616089,
3369,79684,2018-03-13T20:00:00.000Z,2018-03-15T14:48:00.000Z,House,1430,100,Assault,Assault,D14,80,Palmerston-Little Italy (80),73468,43.6632271,-79.4169998,
3370,79377,2018-02-23T12:00:00.000Z,2018-02-23T19:25:00.000Z,House,1430,100,Assault,Assault,D41,120,Clairlea-Birchmount (120),73484,43.7000847,-79.2867279,
3371,79820,2018-03-13T19:55:00.000Z,2018-03-13T19:58:00.000Z,House,1430,100,Assault,Assault,D32,34,Bathurst Manor (34),73486,43.7596474,-79.4556122,
3372,79098,2018-01-30T00:21:00.000Z,2018-01-30T00:21:00.000Z,House,1430,100,Assault,Assault,D43,136,West Hill (136),73536,43.7603264,-79.1690903,
3373,79823,2018-03-07T10:45:00.000Z,2018-03-15T18:22:00.000Z,House,1430,100,Assault,Assault,D22,9,Edenbridge-Humber Valley (9),73586,43.6737022,-79.5194244,
3374,79274,2018-01-03T14:50:00.000Z,2018-01-03T15:25:00.000Z,House,1430,100,Assault,Assault,D22,18,New Toronto (18),73589,43.6004448,-79.5190811,
3375,79382,2018-03-04T18:20:00.000Z,2018-03-04T18:29:00.000Z,House,1430,100,Assault,Assault,D32,33,Clanton Park (33),73598,43.7433167,-79.4510803,
3376,79178,2018-03-04T16:00:00.000Z,2018-03-04T16:10:00.000Z,House,1430,100,Assault,Assault,D23,1,West Humber-Clairville (1),73626,43.7519493,-79.6031113,
3377,79318,2018-02-09T14:00:00.000Z,2018-02-15T14:00:00.000Z,House,1430,100,Assault,Assault,D23,1,West Humber-Clairville (1),73744,43.7396431,-79.6031952,
3378,79333,2018-01-26T13:59:00.000Z,2018-01-26T13:59:00.000Z,House,1430,100,Assault,Assault,D41,119,Wexford/Maryvale (119),73758,43.759964,-79.3161774,
3379,79348,2018-01-27T20:25:00.000Z,2018-01-27T20:27:00.000Z,House,1430,100,Assault,Assault,D32,35,Westminster-Branson (35),73772,43.7885361,-79.4504471,
3380,80084,2018-04-22T23:45:00.000Z,2018-04-22T23:45:00.000Z,House,1430,100,Assault,Assault,D23,6,Kingsview Village-The Westway (6),73844,43.6997871,-79.5598602,
3381,79396,2018-01-22T09:15:00.000Z,2018-01-22T09:15:00.000Z,House,1430,100,Assault,Assault,D42,132,Malvern (132),73877,43.7937088,-79.2289963,
3382,79465,2018-03-15T13:10:00.000Z,2018-03-15T20:03:00.000Z,House,1430,100,Assault,Assault,D13,32,Englemount-Lawrence (32),73995,43.7172432,-79.435112,
3383,79466,2018-03-15T19:00:00.000Z,2018-03-15T19:37:00.000Z,House,1430,100,Assault,Assault,D14,95,Annex (95),73996,43.6710968,-79.4187241,
3384,78840,2018-03-04T02:30:00.000Z,2018-03-04T04:36:00.000Z,House,1430,100,Assault,Assault,D12,91,Weston-Pellam Park (91),72021,43.6786194,-79.4638977,
3385,78630,2018-02-14T23:57:00.000Z,2018-02-14T23:57:00.000Z,House,1430,100,Assault,Assault,D54,61,Taylor-Massey (61),72027,43.6912079,-79.2931213,
3386,78635,2018-02-04T20:00:00.000Z,2018-02-23T17:36:00.000Z,House,1430,100,Assault,Assault,D14,84,Little Portugal (84),72031,43.651516,-79.42659,
3387,78689,2018-02-11T22:17:00.000Z,2018-02-11T22:17:00.000Z,House,1430,100,Assault,Assault,D13,96,Casa Loma (96),72081,43.6816711,-79.4115524,
3388,78703,2018-02-19T03:00:00.000Z,2018-02-19T04:29:00.000Z,House,1430,100,Assault,Assault,D32,37,Willowdale West (37),72095,43.7644501,-79.4345474,
3389,78851,2018-03-04T13:20:00.000Z,2018-03-04T13:34:00.000Z,House,1430,100,Assault,Assault,D31,25,Glenfield-Jane Heights (25),72148,43.7434692,-79.5122604,
3390,78922,2018-01-27T04:03:00.000Z,2018-01-27T04:03:00.000Z,House,1430,100,Assault,Assault,D43,137,Woburn (137),72217,43.7638893,-79.2221832,
3391,78142,2018-01-15T00:10:00.000Z,2018-01-15T00:16:00.000Z,House,1430,100,Assault,Assault,D22,14,Islington-City Centre West (14),72376,43.649147,-79.5520935,
3392,77996,2018-01-22T15:45:00.000Z,2018-01-22T15:47:00.000Z,House,1430,100,Assault,Assault,D12,28,Rustic (28),72536,43.7146263,-79.4981079,
3393,78976,2018-01-20T16:22:00.000Z,2018-01-20T16:22:00.000Z,House,1430,100,Assault,Assault,D22,18,New Toronto (18),72648,43.598175,-79.5054703,
3394,78984,2018-01-13T22:00:00.000Z,2018-01-14T02:17:00.000Z,House,1430,100,Assault,Assault,D32,35,Westminster-Branson (35),72655,43.7726784,-79.456543,
3395,78985,2018-01-13T22:00:00.000Z,2018-01-14T02:17:00.000Z,House,1430,100,Assault,Assault,D32,35,Westminster-Branson (35),72656,43.7726784,-79.456543,
3396,78994,2018-02-07T21:36:00.000Z,2018-02-07T21:36:00.000Z,House,1430,100,Assault,Assault,D42,132,Malvern (132),72665,43.8087425,-79.214241,
3397,79040,2018-01-01T04:00:00.000Z,2018-03-06T16:09:00.000Z,House,1430,100,Assault,Assault,D43,136,West Hill (136),72707,43.7603416,-79.2007294,
3398,78483,2018-01-15T13:00:00.000Z,2018-01-23T13:33:00.000Z,House,1430,100,Assault,Assault,D43,133,Centennial Scarborough (133),72757,43.785305,-79.1606903,
3399,78552,2018-02-03T20:00:00.000Z,2018-02-05T23:14:00.000Z,House,1430,100,Assault,Assault,D42,117,L'Amoreaux (117),72819,43.7809982,-79.3228302,
3400,78553,2018-02-03T20:00:00.000Z,2018-02-05T23:14:00.000Z,House,1430,100,Assault,Assault,D42,117,L'Amoreaux (117),72820,43.7809982,-79.3228302,
3401,78775,2018-01-13T19:05:00.000Z,2018-01-13T20:18:00.000Z,House,1430,100,Assault,Assault,D22,16,Stonegate-Queensway (16),72885,43.6278877,-79.5075607,
3402,78776,2018-01-13T19:05:00.000Z,2018-01-13T20:18:00.000Z,House,1430,100,Assault,Assault,D22,16,Stonegate-Queensway (16),72887,43.6278877,-79.5075607,
3403,78811,2018-01-03T23:44:00.000Z,2018-01-03T23:44:00.000Z,House,1430,100,Assault,Assault,D43,137,Woburn (137),72919,43.7637138,-79.2291336,
3404,78817,2018-01-26T19:00:00.000Z,2018-01-26T19:23:00.000Z,House,1430,100,Assault,Assault,D14,83,Dufferin Grove (83),72923,43.6555481,-79.4304657,
3405,78232,2018-02-03T19:28:00.000Z,2018-02-04T19:28:00.000Z,House,1430,100,Assault,Assault,D23,3,Thistletown-Beaumond Heights (3),72944,43.7390556,-79.5636215,
3406,78270,2018-01-20T10:52:00.000Z,2018-01-20T10:52:00.000Z,House,1430,100,Assault,Assault,D31,27,York University Heights (27),72982,43.7652512,-79.5037689,
3407,80791,2018-03-24T22:00:00.000Z,2018-03-25T13:39:00.000Z,House,1430,100,Assault,Assault,D43,131,Rouge (131),74053,43.7814026,-79.1374207,
3408,80797,2018-03-17T05:39:00.000Z,2018-03-17T05:39:00.000Z,House,1430,100,Assault,Assault,D13,107,Oakwood Village (107),74059,43.6819801,-79.4410629,
3409,80799,2018-03-26T14:25:00.000Z,2018-04-05T14:25:00.000Z,House,1430,100,Assault,Assault,D11,86,Roncesvalles (86),74061,43.6429749,-79.4421921,
3410,80218,2018-02-18T12:59:00.000Z,2018-02-20T15:19:00.000Z,House,1430,100,Assault,Assault,D32,51,Willowdale East (51),74128,43.7648621,-79.3916321,
3411,80262,2018-03-17T14:00:00.000Z,2018-03-17T15:53:00.000Z,House,1430,100,Assault,Assault,D32,105,Lawrence Park North (105),74170,43.7285805,-79.4031296,
3412,80276,2018-02-20T17:51:00.000Z,2018-02-20T17:51:00.000Z,House,1430,100,Assault,Assault,D31,27,York University Heights (27),74184,43.759388,-79.4962769,
3413,80277,2018-02-20T17:51:00.000Z,2018-02-20T17:51:00.000Z,House,1430,100,Assault,Assault,D31,27,York University Heights (27),74185,43.759388,-79.4962769,
3414,80303,2018-02-15T18:30:00.000Z,2018-02-15T21:04:00.000Z,House,1430,100,Assault,Assault,D22,18,New Toronto (18),74209,43.6042404,-79.5017929,
3415,80319,2018-03-05T15:49:00.000Z,2018-03-05T15:49:00.000Z,House,1430,100,Assault,Assault,D12,115,Mount Dennis (115),74225,43.6915932,-79.5068512,
3416,80879,2018-03-18T12:15:00.000Z,2018-03-20T18:16:00.000Z,House,1430,100,Assault,Assault,D42,132,Malvern (132),74359,43.8131599,-79.2324829,
3417,80919,2018-04-07T22:20:00.000Z,2018-04-07T22:22:00.000Z,House,1430,100,Assault,Assault,D22,12,Markland Wood (12),74401,43.6395226,-79.5759964,
3418,81084,2018-02-16T08:00:00.000Z,2018-02-17T13:05:00.000Z,House,1430,100,Assault,Assault,D54,57,Broadview North (57),74442,43.6902618,-79.3566742,
3419,81094,2018-03-06T15:00:00.000Z,2018-03-06T15:35:00.000Z,House,1430,100,Assault,Assault,D41,125,Ionview (125),74452,43.7364197,-79.26577,
3420,81122,2018-05-15T14:00:00.000Z,2018-05-15T21:36:00.000Z,House,1430,100,Assault,Assault,D32,51,Willowdale East (51),74479,43.7623825,-79.3990097,
3421,81125,2018-05-16T21:26:00.000Z,2018-05-16T21:26:00.000Z,House,1430,100,Assault,Assault,D41,120,Clairlea-Birchmount (120),74482,43.7018127,-79.2918625,
3422,81126,2018-05-16T21:26:00.000Z,2018-05-16T21:26:00.000Z,House,1430,100,Assault,Assault,D41,120,Clairlea-Birchmount (120),74483,43.7018127,-79.2918625,
3423,80643,2018-02-15T22:46:00.000Z,2018-02-15T22:48:00.000Z,House,1430,100,Assault,Assault,D42,132,Malvern (132),74537,43.7957802,-79.2236862,
3424,80644,2018-02-15T00:00:00.000Z,2018-02-16T10:52:00.000Z,House,1430,100,Assault,Assault,D42,117,L'Amoreaux (117),74538,43.7957649,-79.2977371,
3425,80689,2018-02-21T06:28:00.000Z,2018-02-21T06:28:00.000Z,House,1430,100,Assault,Assault,D41,127,Bendale (127),74583,43.7418098,-79.2555237,
3426,80716,2018-03-01T19:00:00.000Z,2018-03-04T14:18:00.000Z,House,1430,100,Assault,Assault,D42,132,Malvern (132),74608,43.8071251,-79.207962,
3427,80367,2018-04-22T23:45:00.000Z,2018-04-22T23:45:00.000Z,House,1430,100,Assault,Assault,D23,6,Kingsview Village-The Westway (6),74661,43.6997871,-79.5598602,
3428,80373,2018-05-05T00:50:00.000Z,2018-05-05T00:50:00.000Z,House,1430,100,Assault,Assault,D41,119,Wexford/Maryvale (119),74667,43.7419472,-79.3041306,
3429,80980,2018-05-16T17:20:00.000Z,2018-05-16T17:29:00.000Z,House,1430,100,Assault,Assault,D43,135,Morningside (135),74725,43.7733498,-79.2071304,
3430,80981,2018-05-16T17:00:00.000Z,2018-05-16T19:13:00.000Z,House,1430,100,Assault,Assault,D32,32,Englemount-Lawrence (32),74727,43.7228355,-79.4436188,
3431,80568,2018-03-10T13:30:00.000Z,2018-03-10T13:35:00.000Z,House,1430,100,Assault,Assault,D31,21,Humber Summit (21),74740,43.7559776,-79.5720749,
3432,80581,2018-03-17T05:21:00.000Z,2018-03-17T05:21:00.000Z,House,1430,100,Assault,Assault,D32,51,Willowdale East (51),74753,43.781147,-79.4040527,
3433,80594,2018-03-12T23:10:00.000Z,2018-03-12T23:10:00.000Z,House,1430,100,Assault,Assault,D42,132,Malvern (132),74766,43.8085251,-79.2245636,
3434,80630,2018-03-06T13:56:00.000Z,2018-03-06T13:56:00.000Z,House,1430,100,Assault,Assault,D41,119,Wexford/Maryvale (119),74802,43.7419128,-79.2933273,
3435,81027,2018-05-31T22:59:00.000Z,2018-05-31T22:59:00.000Z,House,1430,100,Assault,Assault,D23,3,Thistletown-Beaumond Heights (3),74848,43.7366066,-79.5746994,
3436,80176,2018-02-07T18:00:00.000Z,2018-02-07T18:03:00.000Z,House,1430,100,Assault,Assault,D55,65,Greenwood-Coxwell (65),74895,43.6743202,-79.3282013,
3437,80495,2018-02-28T01:00:00.000Z,2018-03-10T20:07:00.000Z,House,1430,100,Assault,Assault,D42,129,Agincourt North (129),74967,43.8168526,-79.2630997,
3438,81580,2018-05-05T02:10:00.000Z,2018-05-05T02:14:00.000Z,House,1430,100,Assault,Assault,D12,91,Weston-Pellam Park (91),75013,43.6783981,-79.4648209,
3439,81178,2018-05-30T09:40:00.000Z,2018-05-30T13:50:00.000Z,House,1430,100,Assault,Assault,D42,132,Malvern (132),75027,43.81567,-79.2211685,
3440,81188,2018-06-06T11:30:00.000Z,2018-06-06T11:50:00.000Z,House,1430,100,Assault,Assault,D41,122,Birchcliffe-Cliffside (122),75037,43.7148438,-79.252243,
3441,81265,2018-03-12T20:00:00.000Z,2018-03-12T20:08:00.000Z,House,1430,100,Assault,Assault,D23,3,Thistletown-Beaumond Heights (3),75042,43.7377396,-79.5568466,
3442,81198,2018-06-07T00:30:00.000Z,2018-06-07T00:32:00.000Z,House,1430,100,Assault,Assault,D33,46,Pleasant View (46),75047,43.8002167,-79.3355637,
3443,81232,2018-03-16T00:23:00.000Z,2018-03-16T00:24:00.000Z,House,1430,100,Assault,Assault,D41,120,Clairlea-Birchmount (120),75081,43.7056885,-79.266449,
3444,81255,2018-03-10T13:00:00.000Z,2018-03-10T17:24:00.000Z,House,1430,100,Assault,Assault,D31,25,Glenfield-Jane Heights (25),75103,43.7514763,-79.5128098,
3445,81259,2018-03-10T22:30:00.000Z,2018-03-10T23:00:00.000Z,House,1430,100,Assault,Assault,D13,107,Oakwood Village (107),75107,43.6907806,-79.4434433,
3446,81898,2018-03-17T04:30:00.000Z,2018-03-17T04:36:00.000Z,House,1430,100,Assault,Assault,D43,127,Bendale (127),75137,43.7488518,-79.2534256,
3447,81848,2018-04-07T18:26:00.000Z,2018-04-07T18:26:00.000Z,House,1430,100,Assault,Assault,D32,36,Newtonbrook West (36),75191,43.7754402,-79.4392242,
3448,81850,2018-04-07T16:00:00.000Z,2018-04-07T19:11:00.000Z,House,1430,100,Assault,Assault,D11,93,Dovercourt-Wallace Emerson-Junction (93),75193,43.6636238,-79.4381485,
3449,81900,2018-03-17T10:43:00.000Z,2018-03-17T10:43:00.000Z,House,1430,100,Assault,Assault,D42,131,Rouge (131),75248,43.8298531,-79.2234039,
3450,81902,2018-03-17T15:00:00.000Z,2018-03-17T16:24:00.000Z,House,1430,100,Assault,Assault,D43,137,Woburn (137),75261,43.7423859,-79.2293167,
3451,81396,2018-03-26T06:30:00.000Z,2018-03-26T06:48:00.000Z,House,1430,100,Assault,Assault,D53,104,Mount Pleasant West (104),75299,43.6986046,-79.3904724,
3452,81404,2018-03-27T08:45:00.000Z,2018-03-27T10:00:00.000Z,House,1430,100,Assault,Assault,D41,119,Wexford/Maryvale (119),75309,43.7499542,-79.2917938,
3453,81405,2018-03-28T01:30:00.000Z,2018-03-28T04:44:00.000Z,House,1430,100,Assault,Assault,D55,63,The Beaches (63),75310,43.6745529,-79.2946701,
3454,81419,2018-03-31T00:00:00.000Z,2018-04-05T17:26:00.000Z,House,1430,100,Assault,Assault,D22,14,Islington-City Centre West (14),75323,43.6467247,-79.5579376,
3455,81436,2018-03-05T00:00:00.000Z,2018-03-06T00:00:00.000Z,House,1430,100,Assault,Assault,D12,110,Keelesdale-Eglinton West (110),75340,43.6800804,-79.4688492,
3456,81457,2018-05-16T23:54:00.000Z,2018-05-16T23:54:00.000Z,House,1430,100,Assault,Assault,D31,25,Glenfield-Jane Heights (25),75361,43.7385597,-79.5229416,
3457,81469,2018-04-01T20:33:00.000Z,2018-04-01T20:33:00.000Z,House,1430,100,Assault,Assault,D43,138,Eglinton East (138),75372,43.739521,-79.2495346,
3458,81993,2018-03-25T03:30:00.000Z,2018-03-25T12:20:00.000Z,House,1430,100,Assault,Assault,D13,107,Oakwood Village (107),75460,43.6892624,-79.4342194,
3459,81996,2018-03-25T03:36:00.000Z,2018-03-25T03:36:00.000Z,House,1430,100,Assault,Assault,D33,40,St.Andrew-Windfields (40),75463,43.7561722,-79.3829956,
3460,81997,2018-03-25T14:30:00.000Z,2018-03-25T14:52:00.000Z,House,1430,100,Assault,Assault,D33,48,Hillcrest Village (48),75464,43.7908363,-79.3630753,
3461,81316,2018-02-13T18:00:00.000Z,2018-02-14T18:10:00.000Z,House,1430,100,Assault,Assault,D55,63,The Beaches (63),75524,43.6724815,-79.3059616,
3462,81719,2018-03-09T18:00:00.000Z,2018-03-22T17:26:00.000Z,House,1430,100,Assault,Assault,D22,16,Stonegate-Queensway (16),75598,43.6250305,-79.4973984,
3463,81761,2018-03-21T20:20:00.000Z,2018-03-22T12:47:00.000Z,House,1430,100,Assault,Assault,D32,51,Willowdale East (51),75635,43.7807503,-79.3916016,
3464,81762,2018-03-22T12:40:00.000Z,2018-03-22T12:46:00.000Z,House,1430,100,Assault,Assault,D33,52,Bayview Village (52),75636,43.7821274,-79.3665009,
3465,81766,2018-03-22T23:00:00.000Z,2018-03-22T23:40:00.000Z,House,1430,100,Assault,Assault,D31,25,Glenfield-Jane Heights (25),75640,43.7549133,-79.5209427,
3466,81779,2018-05-31T08:15:00.000Z,2018-05-31T08:21:00.000Z,House,1430,100,Assault,Assault,D43,137,Woburn (137),75653,43.7713051,-79.2378235,
3467,82124,2018-03-25T21:33:00.000Z,2018-03-25T21:33:00.000Z,House,1430,100,Assault,Assault,D42,131,Rouge (131),75668,43.8410645,-79.2322006,
3468,82127,2018-03-27T13:25:00.000Z,2018-03-27T13:25:00.000Z,House,1430,100,Assault,Assault,D42,132,Malvern (132),75674,43.8135796,-79.2305603,
3469,82158,2018-04-16T00:00:00.000Z,2018-05-05T09:22:00.000Z,House,1430,100,Assault,Assault,D54,59,Danforth East York (59),75759,43.6857605,-79.3440781,
3470,82159,2018-04-16T00:00:00.000Z,2018-05-05T09:22:00.000Z,House,1430,100,Assault,Assault,D54,59,Danforth East York (59),75760,43.6857605,-79.3440781,
3471,82161,2018-05-13T12:00:00.000Z,2018-05-16T19:50:00.000Z,House,1430,100,Assault,Assault,D43,133,Centennial Scarborough (133),75762,43.7819214,-79.1472092,
3472,82166,2018-03-21T14:49:00.000Z,2018-03-21T14:49:00.000Z,House,1430,100,Assault,Assault,D12,110,Keelesdale-Eglinton West (110),75766,43.6875305,-79.4762344,
3473,82169,2018-03-21T21:00:00.000Z,2018-03-22T00:10:00.000Z,House,1430,100,Assault,Assault,D41,126,Dorset Park (126),75769,43.7525864,-79.2832336,
3474,82178,2018-01-01T01:45:00.000Z,2018-04-30T01:52:00.000Z,House,1430,100,Assault,Assault,D13,109,Caledonia-Fairbank (109),75777,43.6844521,-79.4505005,
3475,81491,2018-03-14T04:02:00.000Z,2018-03-14T04:02:00.000Z,House,1430,100,Assault,Assault,D32,41,Bridle Path-Sunnybrook-York Mills (41),75821,43.7298241,-79.3889236,
3476,81548,2018-03-16T23:50:00.000Z,2018-03-16T23:50:00.000Z,House,1430,100,Assault,Assault,D41,119,Wexford/Maryvale (119),75875,43.7538414,-79.3010101,
3477,81567,2018-03-30T17:10:00.000Z,2018-04-02T17:19:00.000Z,House,1430,100,Assault,Assault,D41,126,Dorset Park (126),75894,43.7546539,-79.2877502,
3478,81569,2018-03-30T21:15:00.000Z,2018-04-11T21:15:00.000Z,House,1430,100,Assault,Assault,D43,136,West Hill (136),75896,43.7764816,-79.1725159,
3479,82006,2018-03-27T03:20:00.000Z,2018-03-27T03:23:00.000Z,House,1430,100,Assault,Assault,D41,120,Clairlea-Birchmount (120),75909,43.7080803,-79.2733765,
3480,82011,2018-05-08T23:00:00.000Z,2018-05-08T23:04:00.000Z,House,1430,100,Assault,Assault,D43,136,West Hill (136),75914,43.7650986,-79.1938019,
3481,82018,2018-05-31T16:15:00.000Z,2018-05-31T16:23:00.000Z,House,1430,100,Assault,Assault,D11,93,Dovercourt-Wallace Emerson-Junction (93),75921,43.664505,-79.4431,
3482,82019,2018-05-30T23:30:00.000Z,2018-05-31T14:32:00.000Z,House,1430,100,Assault,Assault,D13,93,Dovercourt-Wallace Emerson-Junction (93),75922,43.6702347,-79.4356003,
3483,82024,2018-06-06T12:00:00.000Z,2018-06-06T13:03:00.000Z,House,1430,100,Assault,Assault,D42,128,Agincourt South-Malvern West (128),75927,43.7806015,-79.2761383,
3484,82026,2018-06-06T21:00:00.000Z,2018-06-06T21:33:00.000Z,House,1430,100,Assault,Assault,D43,133,Centennial Scarborough (133),75929,43.7784424,-79.1577759,
3485,82027,2018-06-06T21:00:00.000Z,2018-06-06T21:33:00.000Z,House,1430,100,Assault,Assault,D43,133,Centennial Scarborough (133),75930,43.7784424,-79.1577759,
3486,82045,2018-06-06T14:15:00.000Z,2018-06-06T14:30:00.000Z,House,1430,100,Assault,Assault,D23,2,Mount Olive-Silverstone-Jamestown (2),75948,43.7563324,-79.5944443,
3487,82061,2018-06-15T21:00:00.000Z,2018-06-16T00:02:00.000Z,House,1430,100,Assault,Assault,D42,132,Malvern (132),75964,43.8105049,-79.2077332,
3488,82098,2018-03-26T23:34:00.000Z,2018-03-26T23:34:00.000Z,House,1430,100,Assault,Assault,D14,80,Palmerston-Little Italy (80),76000,43.659935,-79.417511,
3489,83506,2018-05-01T23:00:00.000Z,2018-05-01T23:07:00.000Z,House,1430,100,Assault,Assault,D55,63,The Beaches (63),77019,43.673584,-79.2830811,
3490,84030,2018-04-17T12:00:00.000Z,2018-05-02T12:05:00.000Z,House,1430,100,Assault,Assault,D23,1,West Humber-Clairville (1),77124,43.7329445,-79.6098251,
3491,84050,2018-05-02T21:00:00.000Z,2018-05-02T21:03:00.000Z,House,1430,100,Assault,Assault,D43,127,Bendale (127),77145,43.7463684,-79.2445602,
3492,83281,2018-05-03T03:30:00.000Z,2018-05-03T03:59:00.000Z,House,1430,100,Assault,Assault,D54,54,O'Connor-Parkview (54),77258,43.7115364,-79.3048096,
3493,83293,2018-05-10T09:31:00.000Z,2018-05-10T09:31:00.000Z,House,1430,100,Assault,Assault,D55,64,Woodbine Corridor (64),77270,43.6688919,-79.3176498,
3494,83331,2018-06-06T00:37:00.000Z,2018-06-06T00:37:00.000Z,House,1430,100,Assault,Assault,D31,24,Black Creek (24),77308,43.7724648,-79.5286331,
3495,83332,2018-06-06T10:32:00.000Z,2018-06-06T10:32:00.000Z,House,1430,100,Assault,Assault,D55,65,Greenwood-Coxwell (65),77309,43.6657867,-79.3201065,
3496,83369,2018-04-21T04:40:00.000Z,2018-04-21T04:43:00.000Z,House,1430,100,Assault,Assault,D31,24,Black Creek (24),77343,43.7674904,-79.5225372,
3497,83371,2018-04-24T00:31:00.000Z,2018-04-24T00:31:00.000Z,House,1430,100,Assault,Assault,D42,116,Steeles (116),77345,43.81884,-79.3136444,
3498,84125,2018-03-22T17:09:00.000Z,2018-04-17T17:09:00.000Z,House,1430,100,Assault,Assault,D55,65,Greenwood-Coxwell (65),77378,43.6718445,-79.3239899,
3499,84274,2018-05-04T18:30:00.000Z,2018-05-04T20:11:00.000Z,House,1430,100,Assault,Assault,D42,132,Malvern (132),77424,43.8029709,-79.2144089,
3500,84283,2018-02-11T03:00:00.000Z,2018-02-12T12:29:00.000Z,House,1430,100,Assault,Assault,D42,131,Rouge (131),77432,43.8056183,-79.1835556,
3501,84299,2018-02-01T00:01:00.000Z,2018-06-25T03:02:00.000Z,House,1430,100,Assault,Assault,D33,52,Bayview Village (52),77448,43.7754326,-79.3793259,
