,Index_,occurrencedate,reporteddate,premisetype,ucr_code,ucr_ext,offence,MCI,Division,Hood_ID,Neighbourhood,ObjectId,Lat,Long,Postal Code
3217,172669,2018-05-09T22:00:00.000Z,2018-05-10T07:25:00.000Z,Apartment,2135,210,Theft Of Motor Vehicle,Auto Theft,D42,129,Agincourt North (129),159886,43.8048782,-79.2591019,
3218,172704,2018-01-31T12:00:00.000Z,2018-02-07T14:40:00.000Z,Apartment,2135,210,Theft Of Motor Vehicle,Auto Theft,D53,98,Rosedale-Moore Park (98),159921,43.6891327,-79.3945694,
3219,16689,2018-04-30T11:00:00.000Z,2018-05-31T19:24:00.000Z,Apartment,2130,210,Theft Over,Theft Over,D12,111,Rockcliffe-Smythe (111),15552,43.6695061,-79.4860992,
3220,19297,2018-04-01T05:30:00.000Z,2018-04-01T13:48:00.000Z,Apartment,2130,210,Theft Over,Theft Over,D14,77,Waterfront Communities-The Island (77),17183,43.6443062,-79.4008255,
3221,18891,2018-04-24T17:15:00.000Z,2018-04-25T09:28:00.000Z,Apartment,2130,210,Theft Over,Theft Over,D12,113,Weston (113),17453,43.7025185,-79.5195084,
3222,18976,2018-10-21T12:15:00.000Z,2018-10-25T16:37:00.000Z,Apartment,2130,210,Theft Over,Theft Over,D41,138,Eglinton East (138),17898,43.7360458,-79.2587738,
3223,17561,2018-05-10T12:00:00.000Z,2018-06-03T11:27:00.000Z,Apartment,2130,210,Theft Over,Theft Over,D31,24,Black Creek (24),16205,43.7604637,-79.5097809,
3224,18332,2018-07-19T01:07:00.000Z,2018-09-24T01:07:00.000Z,Apartment,2130,210,Theft Over,Theft Over,D32,51,Willowdale East (51),16384,43.7755051,-79.4128342,
3225,18122,2018-08-26T04:30:00.000Z,2018-08-26T08:31:00.000Z,Apartment,2130,210,Theft Over,Theft Over,D14,82,Niagara (82),16421,43.6409912,-79.417244,
3226,17305,2018-06-10T00:01:00.000Z,2018-06-16T10:58:00.000Z,Apartment,2130,210,Theft Over,Theft Over,D54,43,Victoria Village (43),16512,43.7159882,-79.3049393,
3227,21173,2018-01-15T12:00:00.000Z,2018-04-09T11:12:00.000Z,Apartment,2130,210,Theft Over,Theft Over,D53,104,Mount Pleasant West (104),19650,43.7120667,-79.3944626,
3228,20380,2018-02-20T20:00:00.000Z,2018-05-01T23:16:00.000Z,Apartment,2130,210,Theft Over,Theft Over,D52,77,Waterfront Communities-The Island (77),18081,43.6475868,-79.3915787,
3229,20084,2018-03-25T20:00:00.000Z,2018-04-01T12:20:00.000Z,Apartment,2130,210,Theft Over,Theft Over,D31,25,Glenfield-Jane Heights (25),18142,43.7393913,-79.5132217,
3230,19617,2018-06-15T00:01:00.000Z,2018-07-21T10:54:00.000Z,Apartment,2130,210,Theft Over,Theft Over,D52,77,Waterfront Communities-The Island (77),18284,43.643013,-79.377594,
3231,31496,2018-07-25T21:10:00.000Z,2018-07-25T21:10:00.000Z,Apartment,2130,210,Theft Over,Theft Over,D13,31,Yorkdale-Glen Park (31),28119,43.7108192,-79.4540253,
3232,30897,2018-01-06T14:00:00.000Z,2018-01-07T21:41:00.000Z,Apartment,2130,210,Theft Over,Theft Over,D14,77,Waterfront Communities-The Island (77),28367,43.6403046,-79.3983765,
3233,31013,2018-02-06T03:30:00.000Z,2018-02-13T21:57:00.000Z,Apartment,2130,210,Theft Over,Theft Over,D32,51,Willowdale East (51),28837,43.7656593,-79.4119949,
3234,31015,2018-05-25T18:00:00.000Z,2018-06-15T08:49:00.000Z,Apartment,2130,210,Theft Over,Theft Over,D51,77,Waterfront Communities-The Island (77),28839,43.6424828,-79.3730621,
3235,31268,2018-03-21T21:30:00.000Z,2018-03-22T23:39:00.000Z,Apartment,2130,210,Theft Over,Theft Over,D13,106,Humewood-Cedarvale (106),28997,43.6823044,-79.4264603,
3236,31882,2018-10-07T14:40:00.000Z,2018-10-07T14:42:00.000Z,Apartment,2130,210,Theft Over,Theft Over,D41,124,Kennedy Park (124),29047,43.7273941,-79.2526321,
3237,31913,2018-08-08T23:00:00.000Z,2018-08-14T07:41:00.000Z,Apartment,2130,210,Theft Over,Theft Over,D51,75,Church-Yonge Corridor (75),29075,43.6694145,-79.3824921,
3238,32371,2018-03-12T07:30:00.000Z,2018-03-16T18:45:00.000Z,Apartment,2130,210,Theft Over,Theft Over,D22,17,Mimico (includes Humber Bay Shores) (17),29503,43.6229706,-79.4812088,
3239,32558,2018-08-05T23:00:00.000Z,2018-08-16T17:14:00.000Z,Apartment,2130,210,Theft Over,Theft Over,D43,137,Woburn (137),29656,43.7596092,-79.221199,
3240,23429,2018-11-03T00:00:00.000Z,2018-11-05T00:09:00.000Z,Apartment,2130,210,Theft Over,Theft Over,D51,75,Church-Yonge Corridor (75),21243,43.6683502,-79.3820572,
3241,77920,2018-02-03T16:00:00.000Z,2018-02-04T13:16:00.000Z,Apartment,2130,210,Theft Over,Theft Over,D52,76,Bay Street Corridor (76),71951,43.6492577,-79.386879,
3242,77931,2018-01-28T22:00:00.000Z,2018-02-14T13:48:00.000Z,Apartment,2130,210,Theft Over,Theft Over,D51,74,North St.James Town (74),71962,43.6699753,-79.3799057,
3243,78846,2018-02-14T00:00:00.000Z,2018-02-17T08:31:00.000Z,Apartment,2130,210,Theft Over,Theft Over,D43,127,Bendale (127),72143,43.7544174,-79.2509308,
3244,80488,2018-03-01T19:15:00.000Z,2018-03-02T01:08:00.000Z,Apartment,2130,210,Theft Over,Theft Over,D32,36,Newtonbrook West (36),74960,43.7791405,-79.4185104,
3245,81865,2018-02-23T07:00:00.000Z,2018-03-16T10:42:00.000Z,Apartment,2130,210,Theft Over,Theft Over,D43,139,Scarborough Village (139),75208,43.7417946,-79.2251663,
3246,81731,2018-03-24T01:15:00.000Z,2018-03-27T22:00:00.000Z,Apartment,2130,210,Theft Over,Theft Over,D14,79,University (79),75609,43.6627007,-79.4038696,
3247,81516,2018-03-10T12:00:00.000Z,2018-03-17T10:55:00.000Z,Apartment,2130,210,Theft Over,Theft Over,D33,48,Hillcrest Village (48),75845,43.7936325,-79.350441,
3248,83323,2018-03-29T22:50:00.000Z,2018-03-31T14:03:00.000Z,Apartment,2130,210,Theft Over,Theft Over,D14,81,Trinity-Bellwoods (81),77302,43.6475945,-79.4101715,
3249,83634,2018-01-11T19:07:00.000Z,2018-01-12T03:20:00.000Z,Apartment,2130,210,Theft Over,Theft Over,D52,77,Waterfront Communities-The Island (77),77943,43.6409264,-79.380661,
3250,84926,2018-03-31T20:30:00.000Z,2018-04-01T19:02:00.000Z,Apartment,2130,210,Theft Over,Theft Over,D33,119,Wexford/Maryvale (119),78778,43.7645187,-79.318161,
3251,87014,2018-04-26T12:00:00.000Z,2018-05-29T11:47:00.000Z,Apartment,2130,210,Theft Over,Theft Over,D52,77,Waterfront Communities-The Island (77),80192,43.6475868,-79.3915787,
3252,87165,2018-06-11T09:00:00.000Z,2018-07-18T19:12:00.000Z,Apartment,2130,210,Theft Over,Theft Over,D12,30,Brookhaven-Amesbury (30),80608,43.6995544,-79.5028915,
3253,90195,2018-10-20T12:00:00.000Z,2018-10-29T16:08:00.000Z,Apartment,2130,210,Theft Over,Theft Over,D12,111,Rockcliffe-Smythe (111),83419,43.6774788,-79.5064087,
3254,91013,2018-10-15T00:00:00.000Z,2018-11-26T16:15:00.000Z,Apartment,2130,210,Theft Over,Theft Over,D53,55,Thorncliffe Park (55),84014,43.7032127,-79.3466263,
3255,91059,2018-10-10T22:00:00.000Z,2018-10-26T14:21:00.000Z,Apartment,2130,210,Theft Over,Theft Over,D53,39,Bedford Park-Nortown (39),84056,43.719944,-79.4266357,
3256,91077,2018-09-19T11:35:00.000Z,2018-09-23T20:48:00.000Z,Apartment,2130,210,Theft Over,Theft Over,D51,77,Waterfront Communities-The Island (77),84073,43.6449623,-79.3639221,
3257,90999,2018-09-15T14:02:00.000Z,2018-09-15T14:02:00.000Z,Apartment,2130,210,Theft Over,Theft Over,D42,117,L'Amoreaux (117),84405,43.7989998,-79.3059845,
3258,92516,2018-10-02T12:00:00.000Z,2018-10-09T11:22:00.000Z,Apartment,2130,210,Theft Over,Theft Over,D41,126,Dorset Park (126),85109,43.7715759,-79.2859497,
3259,91965,2018-10-04T19:00:00.000Z,2018-10-07T15:19:00.000Z,Apartment,2130,210,Theft Over,Theft Over,D52,77,Waterfront Communities-The Island (77),85237,43.6457634,-79.3936386,
3260,92778,2018-10-16T12:00:00.000Z,2018-11-24T09:17:00.000Z,Apartment,2130,210,Theft Over,Theft Over,D12,111,Rockcliffe-Smythe (111),85720,43.6788063,-79.4829025,
3261,96074,2018-05-18T18:30:00.000Z,2018-05-26T20:50:00.000Z,Apartment,2130,210,Theft Over,Theft Over,D53,97,Yonge-St.Clair (97),88129,43.6835289,-79.4002075,
3262,95475,2018-06-07T09:00:00.000Z,2018-06-09T00:17:00.000Z,Apartment,2130,210,Theft Over,Theft Over,D22,13,Etobicoke West Mall (13),88352,43.6502495,-79.5675049,
3263,95548,2018-05-30T10:00:00.000Z,2018-06-03T14:00:00.000Z,Apartment,2130,210,Theft Over,Theft Over,D23,2,Mount Olive-Silverstone-Jamestown (2),88420,43.7509766,-79.5858307,
3264,99383,2018-08-31T04:00:00.000Z,2018-09-02T03:39:00.000Z,Apartment,2130,210,Theft Over,Theft Over,D32,51,Willowdale East (51),91867,43.7692757,-79.4129028,
3265,100473,2018-06-18T09:00:00.000Z,2018-09-30T21:30:00.000Z,Apartment,2130,210,Theft Over,Theft Over,D12,115,Mount Dennis (115),92596,43.6868668,-79.491066,
3266,101341,2018-06-05T17:00:00.000Z,2018-06-11T15:30:00.000Z,Apartment,2130,210,Theft Over,Theft Over,D12,111,Rockcliffe-Smythe (111),93411,43.6695061,-79.4860992,
3267,100816,2018-02-16T08:00:00.000Z,2018-07-11T11:40:00.000Z,Apartment,2130,210,Theft Over,Theft Over,D53,95,Annex (95),93614,43.6687202,-79.3941422,
3268,100817,2018-03-06T00:01:00.000Z,2018-04-04T18:47:00.000Z,Apartment,2130,210,Theft Over,Theft Over,D52,76,Bay Street Corridor (76),93615,43.6557198,-79.3837662,
3269,106198,2018-10-10T00:00:00.000Z,2018-11-05T14:23:00.000Z,Apartment,2130,210,Theft Over,Theft Over,D32,51,Willowdale East (51),98815,43.7615128,-79.4109344,
3270,106461,2018-10-26T17:00:00.000Z,2018-11-19T13:52:00.000Z,Apartment,2130,210,Theft Over,Theft Over,D14,81,Trinity-Bellwoods (81),98952,43.652729,-79.4260635,
3271,103077,2018-09-19T18:00:00.000Z,2018-09-20T06:28:00.000Z,Apartment,2130,210,Theft Over,Theft Over,D12,113,Weston (113),95925,43.705143,-79.5294037,
3272,104711,2018-08-16T16:00:00.000Z,2018-08-20T22:24:00.000Z,Apartment,2130,210,Theft Over,Theft Over,D51,75,Church-Yonge Corridor (75),96356,43.6657257,-79.3809586,
3273,108190,2018-11-17T21:00:00.000Z,2018-11-19T09:04:00.000Z,Apartment,2130,210,Theft Over,Theft Over,D31,25,Glenfield-Jane Heights (25),99705,43.7393913,-79.5132217,
3274,108757,2018-11-10T18:00:00.000Z,2018-11-11T23:01:00.000Z,Apartment,2130,210,Theft Over,Theft Over,D14,77,Waterfront Communities-The Island (77),100595,43.6377869,-79.3985443,
3275,108822,2018-11-14T10:30:00.000Z,2018-11-14T20:35:00.000Z,Apartment,2130,210,Theft Over,Theft Over,D53,95,Annex (95),100754,43.6729927,-79.4021378,
3276,135301,2018-02-13T20:30:00.000Z,2018-02-14T23:10:00.000Z,Apartment,2130,210,Theft Over,Theft Over,D54,44,Flemingdon Park (44),124055,43.7165794,-79.3303757,
3277,140007,2018-05-30T14:00:00.000Z,2018-06-06T14:34:00.000Z,Apartment,2130,210,Theft Over,Theft Over,D22,14,Islington-City Centre West (14),129415,43.6441383,-79.5329666,
3278,139558,2018-06-06T23:20:00.000Z,2018-06-07T03:42:00.000Z,Apartment,2130,210,Theft Over,Theft Over,D54,61,Taylor-Massey (61),128246,43.6960831,-79.2951355,
3279,145839,2018-12-23T17:55:00.000Z,2018-12-23T17:58:00.000Z,Apartment,2130,210,Theft Over,Theft Over,D13,106,Humewood-Cedarvale (106),134265,43.6876221,-79.4236603,
3280,145698,2018-12-08T16:00:00.000Z,2018-12-17T19:16:00.000Z,Apartment,2130,210,Theft Over,Theft Over,D14,77,Waterfront Communities-The Island (77),134905,43.6426544,-79.4021912,
3281,149407,2018-06-01T00:00:00.000Z,2018-06-23T20:43:00.000Z,Apartment,2130,210,Theft Over,Theft Over,D53,104,Mount Pleasant West (104),137793,43.6994972,-79.3908768,
3282,143169,2018-11-08T20:59:00.000Z,2018-11-08T20:59:00.000Z,Apartment,2130,210,Theft Over,Theft Over,D14,81,Trinity-Bellwoods (81),132826,43.6535072,-79.4223557,
3283,144664,2018-01-05T12:05:00.000Z,2018-03-28T12:39:00.000Z,Apartment,2130,210,Theft Over,Theft Over,D13,101,Forest Hill South (101),133026,43.6857872,-79.4174118,
3284,144707,2018-03-26T18:00:00.000Z,2018-03-28T15:22:00.000Z,Apartment,2130,210,Theft Over,Theft Over,D53,95,Annex (95),133067,43.6753578,-79.4047852,
3285,144767,2018-05-05T03:29:00.000Z,2018-05-22T11:05:00.000Z,Apartment,2130,210,Theft Over,Theft Over,D14,77,Waterfront Communities-The Island (77),133548,43.6390991,-79.3992767,
3286,144844,2018-11-14T16:00:00.000Z,2018-11-18T15:23:00.000Z,Apartment,2130,210,Theft Over,Theft Over,D13,39,Bedford Park-Nortown (39),133619,43.7184258,-79.4295883,
3287,93975,2018-02-25T00:00:00.000Z,2018-03-11T18:39:00.000Z,Apartment,2130,210,Theft Over,Theft Over,D14,86,Roncesvalles (86),86207,43.6410294,-79.4345169,
3288,93639,2018-12-05T02:55:00.000Z,2018-12-05T06:20:00.000Z,Apartment,2130,210,Theft Over,Theft Over,D55,70,South Riverdale (70),86476,43.6600876,-79.3444595,
3289,93457,2018-08-27T12:00:00.000Z,2018-11-09T15:24:00.000Z,Apartment,2130,210,Theft Over,Theft Over,D14,85,South Parkdale (85),86816,43.6364212,-79.4399643,
3290,155860,2018-07-29T00:00:00.000Z,2018-09-20T11:52:00.000Z,Apartment,2130,210,Theft Over,Theft Over,D53,98,Rosedale-Moore Park (98),143193,43.6839447,-79.3923874,
3291,155740,2018-06-28T09:00:00.000Z,2018-07-04T15:15:00.000Z,Apartment,2130,210,Theft Over,Theft Over,D33,45,Parkwoods-Donalda (45),143300,43.7646408,-79.3446503,
3292,147870,2018-03-12T07:30:00.000Z,2018-03-14T18:03:00.000Z,Apartment,2130,210,Theft Over,Theft Over,D22,17,Mimico (includes Humber Bay Shores) (17),136876,43.6229706,-79.4812088,
3293,153041,2018-08-31T20:55:00.000Z,2018-09-05T21:18:00.000Z,Apartment,2130,210,Theft Over,Theft Over,D14,77,Waterfront Communities-The Island (77),141965,43.6426544,-79.4021912,
3294,157180,2018-09-22T05:30:00.000Z,2018-09-22T06:10:00.000Z,Apartment,2130,210,Theft Over,Theft Over,D41,126,Dorset Park (126),145359,43.7694244,-79.2822571,
3295,157608,2018-09-01T12:00:00.000Z,2018-11-13T16:47:00.000Z,Apartment,2130,210,Theft Over,Theft Over,D33,52,Bayview Village (52),145569,43.7680206,-79.3716354,
3296,159954,2018-10-15T08:00:00.000Z,2018-11-13T18:59:00.000Z,Apartment,2130,210,Theft Over,Theft Over,D22,17,Mimico (includes Humber Bay Shores) (17),147367,43.6273079,-79.4790192,
3297,159995,2018-05-25T21:00:00.000Z,2018-07-12T17:56:00.000Z,Apartment,2130,210,Theft Over,Theft Over,D53,55,Thorncliffe Park (55),147627,43.7032852,-79.3516693,
3298,161191,2018-10-04T18:00:00.000Z,2018-10-12T19:35:00.000Z,Apartment,2130,210,Theft Over,Theft Over,D51,73,Moss Park (73),148037,43.6561661,-79.3701248,
3299,161017,2018-11-13T23:00:00.000Z,2018-11-14T14:30:00.000Z,Apartment,2130,210,Theft Over,Theft Over,D55,65,Greenwood-Coxwell (65),148214,43.6678619,-79.3223419,
3300,161655,2018-12-23T20:00:00.000Z,2018-12-31T17:04:00.000Z,Apartment,2130,210,Theft Over,Theft Over,D14,82,Niagara (82),148474,43.6351776,-79.401329,
3301,161382,2018-12-06T08:20:00.000Z,2018-12-06T22:24:00.000Z,Apartment,2130,210,Theft Over,Theft Over,D22,14,Islington-City Centre West (14),148587,43.6446495,-79.5234375,
3302,161711,2018-04-25T21:00:00.000Z,2018-04-26T10:53:00.000Z,Apartment,2130,210,Theft Over,Theft Over,D51,75,Church-Yonge Corridor (75),148773,43.6566505,-79.376564,
3303,161712,2018-04-20T10:00:00.000Z,2018-04-25T19:07:00.000Z,Apartment,2130,210,Theft Over,Theft Over,D32,38,Lansing-Westgate (38),148778,43.7603607,-79.4124756,
3304,160805,2018-12-07T17:15:00.000Z,2018-12-13T14:54:00.000Z,Apartment,2130,210,Theft Over,Theft Over,D12,111,Rockcliffe-Smythe (111),148810,43.6762047,-79.4957047,
3305,161951,2018-11-28T15:00:00.000Z,2018-12-28T15:30:00.000Z,Apartment,2130,210,Theft Over,Theft Over,D11,93,Dovercourt-Wallace Emerson-Junction (93),149076,43.666729,-79.4464645,
3306,142580,2018-09-17T00:01:00.000Z,2018-09-24T18:48:00.000Z,Apartment,2130,210,Theft Over,Theft Over,D52,77,Waterfront Communities-The Island (77),131596,43.6466064,-79.3897705,
3307,141349,2018-02-06T11:30:00.000Z,2018-02-06T19:18:00.000Z,Apartment,2130,210,Theft Over,Theft Over,D51,73,Moss Park (73),130100,43.6609459,-79.3735657,
3308,146705,2018-04-12T09:00:00.000Z,2018-04-17T22:59:00.000Z,Apartment,2130,210,Theft Over,Theft Over,D43,127,Bendale (127),135070,43.7544174,-79.2509308,
3309,146710,2018-01-11T17:58:00.000Z,2018-01-15T08:44:00.000Z,Apartment,2130,210,Theft Over,Theft Over,D51,77,Waterfront Communities-The Island (77),135071,43.6533737,-79.3548584,
3310,147200,2018-11-30T00:06:00.000Z,2018-12-01T05:08:00.000Z,Apartment,2130,210,Theft Over,Theft Over,D52,76,Bay Street Corridor (76),135521,43.6677933,-79.3867569,
3311,147160,2018-07-03T09:05:00.000Z,2018-07-03T09:05:00.000Z,Apartment,2130,210,Theft Over,Theft Over,D51,71,Cabbagetown-South St.James Town (71),135704,43.663723,-79.3705215,
3312,146392,2018-01-17T23:00:00.000Z,2018-01-30T18:56:00.000Z,Apartment,2130,210,Theft Over,Theft Over,D42,117,L'Amoreaux (117),135924,43.7926025,-79.3168793,
3313,151714,2018-07-20T12:00:00.000Z,2018-08-23T21:10:00.000Z,Apartment,2130,210,Theft Over,Theft Over,D42,132,Malvern (132),140349,43.7918816,-79.2360611,
3314,154558,2018-01-01T15:30:00.000Z,2018-01-02T15:17:00.000Z,Apartment,2130,210,Theft Over,Theft Over,D52,77,Waterfront Communities-The Island (77),142629,43.6450119,-79.3905258,
3315,156961,2018-06-15T15:00:00.000Z,2018-07-29T17:54:00.000Z,Apartment,2130,210,Theft Over,Theft Over,D32,51,Willowdale East (51),144642,43.7697296,-79.4108047,
3316,156996,2018-08-01T00:01:00.000Z,2018-08-11T10:37:00.000Z,Apartment,2130,210,Theft Over,Theft Over,D51,75,Church-Yonge Corridor (75),144675,43.6610031,-79.377388,
3317,156434,2018-10-03T12:31:00.000Z,2018-10-04T14:48:00.000Z,Apartment,2130,210,Theft Over,Theft Over,D32,41,Bridle Path-Sunnybrook-York Mills (41),144794,43.7403793,-79.4059143,
3318,18594,2018-02-17T01:05:00.000Z,2018-02-19T18:31:00.000Z,Apartment,2130,215,Theft Over - Bicycle,Theft Over,D14,77,Waterfront Communities-The Island (77),17306,43.6460533,-79.3989944,
3319,86342,2018-05-09T20:30:00.000Z,2018-05-12T08:42:00.000Z,Apartment,2130,215,Theft Over - Bicycle,Theft Over,D51,71,Cabbagetown-South St.James Town (71),79014,43.6643295,-79.3749313,
3320,97290,2018-07-28T00:55:00.000Z,2018-08-01T10:21:00.000Z,Apartment,2130,215,Theft Over - Bicycle,Theft Over,D13,102,Forest Hill North (102),89899,43.6998558,-79.4309082,
3321,157024,2018-10-18T01:00:00.000Z,2018-10-19T19:34:00.000Z,Apartment,2130,215,Theft Over - Bicycle,Theft Over,D51,77,Waterfront Communities-The Island (77),144700,43.6476402,-79.3715057,
3322,31778,2018-08-14T12:00:00.000Z,2018-08-15T19:04:00.000Z,Apartment,2133,200,Theft Over - Shoplifting,Theft Over,D32,31,Yorkdale-Glen Park (31),29821,43.7248802,-79.4482651,
3323,18085,2018-02-11T21:15:00.000Z,2018-02-11T21:15:00.000Z,Apartment,1455,100,Use Firearm / Immit Commit Off,Assault,D31,24,Black Creek (24),16997,43.7650986,-79.5209961,
3324,89124,2018-09-04T01:46:00.000Z,2018-09-04T08:26:00.000Z,Apartment,1455,100,Use Firearm / Immit Commit Off,Assault,D41,122,Birchcliffe-Cliffside (122),82496,43.7039566,-79.2527695,
3325,89916,2018-11-10T23:18:00.000Z,2018-11-10T23:18:00.000Z,Apartment,1455,100,Use Firearm / Immit Commit Off,Assault,D55,70,South Riverdale (70),83908,43.6617737,-79.3529434,
3326,19293,2018-07-27T18:28:00.000Z,2018-07-27T18:28:00.000Z,House,1410,100,Aggravated Assault,Assault,D23,5,Elms-Old Rexdale (5),17179,43.724884,-79.5597534,
3327,21052,2018-08-04T06:00:00.000Z,2018-08-04T10:50:00.000Z,House,1410,100,Aggravated Assault,Assault,D23,5,Elms-Old Rexdale (5),19822,43.724884,-79.5597534,
3328,19922,2018-04-02T15:08:00.000Z,2018-04-02T15:08:00.000Z,House,1410,100,Aggravated Assault,Assault,D22,19,Long Branch (19),18463,43.5905762,-79.5396042,
3329,32166,2018-12-02T21:00:00.000Z,2018-12-02T23:30:00.000Z,House,1410,100,Aggravated Assault,Assault,D42,131,Rouge (131),29455,43.8098335,-79.1863022,
3330,31759,2018-10-06T17:00:00.000Z,2018-10-06T17:17:00.000Z,House,1410,100,Aggravated Assault,Assault,D41,126,Dorset Park (126),29807,43.7698555,-79.2860107,
3331,79385,2018-03-13T11:49:00.000Z,2018-03-13T11:49:00.000Z,House,1410,100,Aggravated Assault,Assault,D43,123,Cliffcrest (123),73613,43.7276268,-79.2375336,
3332,85145,2018-05-10T23:30:00.000Z,2018-05-10T23:35:00.000Z,House,1410,100,Aggravated Assault,Assault,D22,13,Etobicoke West Mall (13),78426,43.6353073,-79.563652,
3333,91534,2018-10-13T13:18:00.000Z,2018-10-13T13:18:00.000Z,House,1410,100,Aggravated Assault,Assault,D41,120,Clairlea-Birchmount (120),84126,43.7103996,-79.2858582,
3334,98818,2018-08-27T21:30:00.000Z,2018-08-27T21:32:00.000Z,House,1410,100,Aggravated Assault,Assault,D42,117,L'Amoreaux (117),91730,43.7952843,-79.3022385,
3335,98330,2018-07-20T13:00:00.000Z,2018-07-20T14:17:00.000Z,House,1410,100,Aggravated Assault,Assault,D43,127,Bendale (127),90379,43.7514763,-79.2528992,
3336,102511,2018-08-11T03:54:00.000Z,2018-08-11T03:54:00.000Z,House,1410,100,Aggravated Assault,Assault,D22,19,Long Branch (19),94798,43.597477,-79.5320511,
3337,102512,2018-08-11T03:54:00.000Z,2018-08-11T03:54:00.000Z,House,1410,100,Aggravated Assault,Assault,D22,19,Long Branch (19),94799,43.597477,-79.5320511,
3338,102366,2018-08-11T03:54:00.000Z,2018-08-11T03:54:00.000Z,House,1410,100,Aggravated Assault,Assault,D22,19,Long Branch (19),94866,43.597477,-79.5320511,
3339,149934,2018-05-07T17:30:00.000Z,2018-05-07T17:47:00.000Z,House,1410,100,Aggravated Assault,Assault,D32,35,Westminster-Branson (35),138243,43.7894402,-79.4574127,
3340,149579,2018-06-11T00:00:00.000Z,2018-06-13T01:53:00.000Z,House,1410,100,Aggravated Assault,Assault,D23,2,Mount Olive-Silverstone-Jamestown (2),138984,43.7383919,-79.5826874,
3341,155425,2018-12-05T02:30:00.000Z,2018-12-05T10:17:00.000Z,House,1410,100,Aggravated Assault,Assault,D42,118,Tam O'Shanter-Sullivan (118),143426,43.7713814,-79.3111343,
3342,156030,2018-08-20T21:53:00.000Z,2018-08-20T21:53:00.000Z,House,1410,100,Aggravated Assault,Assault,D54,44,Flemingdon Park (44),143993,43.7183647,-79.3314056,
3343,159405,2018-04-18T00:29:00.000Z,2018-04-18T00:29:00.000Z,House,1410,100,Aggravated Assault,Assault,D42,132,Malvern (132),146560,43.8137932,-79.2295685,
3344,161046,2018-03-18T00:16:00.000Z,2018-03-18T00:16:00.000Z,House,1410,100,Aggravated Assault,Assault,D43,137,Woburn (137),148242,43.758667,-79.2387772,
3345,142050,2018-04-23T20:46:00.000Z,2018-04-23T21:37:00.000Z,House,1410,100,Aggravated Assault,Assault,D42,117,L'Amoreaux (117),131487,43.7977409,-79.3016815,
3346,142051,2018-04-23T20:46:00.000Z,2018-04-23T21:37:00.000Z,House,1410,100,Aggravated Assault,Assault,D42,117,L'Amoreaux (117),131585,43.7977409,-79.3016815,
3347,77304,2018-01-04T19:21:00.000Z,2018-01-04T19:21:00.000Z,House,1430,100,Assault,Assault,D31,24,Black Creek (24),71441,43.7632332,-79.5154495,
3348,77398,2018-01-14T17:20:00.000Z,2018-01-14T17:20:00.000Z,House,1430,100,Assault,Assault,D33,47,Don Valley Village (47),71531,43.7905769,-79.3452988,
3349,77407,2018-01-06T20:19:00.000Z,2018-01-06T20:19:00.000Z,House,1430,100,Assault,Assault,D33,45,Parkwoods-Donalda (45),71540,43.7429771,-79.3296051,
3350,77750,2018-01-13T09:45:00.000Z,2018-01-13T10:30:00.000Z,House,1430,100,Assault,Assault,D43,137,Woburn (137),71722,43.7605553,-79.233223,
3351,77458,2018-01-01T06:00:00.000Z,2018-01-15T19:52:00.000Z,House,1430,100,Assault,Assault,D11,88,High Park North (88),71737,43.6577187,-79.4550552,
3352,77490,2018-01-22T13:43:00.000Z,2018-01-22T13:43:00.000Z,House,1430,100,Assault,Assault,D22,9,Edenbridge-Humber Valley (9),71763,43.6781693,-79.530983,
3353,77168,2018-01-22T15:45:00.000Z,2018-01-22T15:47:00.000Z,House,1430,100,Assault,Assault,D12,28,Rustic (28),71855,43.7146263,-79.4981079,
3354,77199,2018-01-06T20:53:00.000Z,2018-01-06T20:53:00.000Z,House,1430,100,Assault,Assault,D23,6,Kingsview Village-The Westway (6),71886,43.7016678,-79.541275,
3355,77969,2018-01-03T02:00:00.000Z,2018-01-21T11:45:00.000Z,House,1430,100,Assault,Assault,D42,132,Malvern (132),71996,43.7919121,-79.2328568,
3356,76328,2018-01-06T22:00:00.000Z,2018-01-07T03:16:00.000Z,House,1430,100,Assault,Assault,D55,62,East End-Danforth (62),70187,43.6795235,-79.3078156,
3357,76886,2018-01-07T01:20:00.000Z,2018-01-07T01:24:00.000Z,House,1430,100,Assault,Assault,D43,135,Morningside (135),70913,43.7937431,-79.1990738,
3358,76903,2018-01-13T18:05:00.000Z,2018-01-13T18:16:00.000Z,House,1430,100,Assault,Assault,D42,118,Tam O'Shanter-Sullivan (118),70930,43.776722,-79.3086395,
3359,79805,2018-03-04T11:40:00.000Z,2018-03-04T11:53:00.000Z,House,1430,100,Assault,Assault,D23,1,West Humber-Clairville (1),73018,43.7197075,-79.6184311,
3360,79492,2018-02-19T13:00:00.000Z,2018-02-19T13:56:00.000Z,House,1430,100,Assault,Assault,D43,134,Highland Creek (134),73164,43.7949677,-79.1598129,
3361,79569,2018-03-30T10:15:00.000Z,2018-03-30T10:16:00.000Z,House,1430,100,Assault,Assault,D32,105,Lawrence Park North (105),73233,43.7277374,-79.4140167,
3362,79584,2018-03-13T19:55:00.000Z,2018-03-13T19:58:00.000Z,House,1430,100,Assault,Assault,D32,34,Bathurst Manor (34),73262,43.7596474,-79.4556122,
